(20, 26, 49)
(20, 26, 50)
(20, 26, 51)
(20, 26, 52)
(20, 26, 53)
(20, 26, 54)
(20, 26, 55)
(20, 26, 56)
(20, 26, 57)
(20, 26, 58)
(20, 26, 59)
(20, 26, 60)
(20, 26, 61)
(20, 26, 62)
(20, 26, 63)
(20, 26, 64)
(20, 26, 65)
(20, 26, 66)
(20, 26, 67)
(20, 26, 68)
(20, 26, 69)
(20, 26, 70)
(20, 26, 71)
(20, 26, 72)
(20, 26, 73)
(20, 26, 74)
(20, 26, 75)
(20, 26, 76)
(20, 26, 77)
(20, 26, 78)
(20, 26, 79)
(20, 26, 80)
(20, 26, 81)
(20, 26, 82)
(20, 26, 83)
(20, 26, 84)
(20, 26, 85)
(20, 26, 86)
(20, 26, 87)
(20, 26, 88)
(20, 26, 89)
(20, 26, 90)
(20, 26, 91)
(20, 26, 92)
(20, 26, 93)
(20, 26, 94)
(20, 26, 95)
(20, 26, 96)
(20, 26, 97)
(20, 26, 98)
(20, 26, 99)
(20, 26, 100)
(20, 26, 101)
(20, 26, 102)
(20, 26, 103)
(20, 26, 104)
(20, 26, 105)
(20, 26, 106)
(20, 26, 107)
(20, 26, 108)
(20, 26, 109)
(20, 26, 110)
(20, 26, 111)
(20, 26, 112)
(20, 26, 113)
(20, 26, 114)
(20, 26, 115)
(20, 26, 117)
(20, 26, 118)
(20, 26, 119)
(20, 26, 120)
(20, 26, 121)
(20, 26, 122)
(20, 26, 123)
(20, 26, 124)
(20, 26, 125)
(20, 26, 126)
(20, 26, 127)
(20, 26, 128)
(20, 26, 129)
(20, 26, 130)
(20, 26, 131)
(20, 26, 132)
(20, 26, 133)
(20, 26, 134)
(20, 26, 135)
(20, 26, 136)
(20, 26, 137)
(20, 26, 138)
(20, 26, 139)
(20, 26, 140)
(20, 26, 141)
(20, 26, 142)
(20, 26, 143)
(20, 26, 144)
(20, 26, 145)
(20, 26, 146)
(20, 26, 147)
(20, 26, 148)
(20, 26, 149)
(20, 26, 150)
(20, 26, 151)
(20, 26, 152)
(20, 26, 153)
(20, 26, 154)
(20, 26, 155)
(20, 26, 156)
(20, 26, 157)
(20, 26, 158)
(20, 26, 159)
(20, 30, 67)
(20, 30, 80)
(20, 30, 155)
(20, 31, 46)
(20, 31, 73)
(20, 31, 106)
(20, 31, 141)
(20, 32, 154)
(20, 33, 130)
(20, 34, 56)
(20, 34, 130)
(20, 34, 142)
(20, 35, 130)
(20, 36, 75)
(20, 36, 130)
(20, 38, 101)
(20, 40, 152)
(20, 41, 119)
(20, 41, 130)
(20, 42, 130)
(20, 43, 130)
(20, 44, 101)
(20, 44, 151)
(20, 46, 119)
(20, 46, 130)
(20, 48, 119)
(20, 48, 130)
(20, 49, 119)
(20, 49, 130)
(20, 50, 119)
(20, 52, 130)
(20, 53, 70)
(20, 53, 130)
(20, 54, 130)
(20, 55, 101)
(20, 56, 130)
(20, 58, 130)
(20, 59, 119)
(20, 59, 130)
(20, 60, 119)
(20, 63, 130)
(20, 64, 101)
(20, 65, 101)
(20, 65, 154)
(20, 66, 101)
(20, 68, 70)
(20, 70, 73)
(20, 70, 85)
(20, 70, 106)
(20, 70, 108)
(20, 70, 131)
(20, 70, 141)
(20, 70, 147)
(20, 71, 130)
(20, 72, 130)
(20, 72, 131)
(20, 73, 101)
(20, 73, 119)
(20, 73, 130)
(20, 73, 151)
(20, 74, 130)
(20, 75, 130)
(20, 78, 101)
(20, 79, 130)
(20, 82, 101)
(20, 84, 101)
(20, 84, 154)
(20, 85, 130)
(20, 88, 101)
(20, 88, 130)
(20, 89, 130)
(20, 90, 119)
(20, 90, 130)
(20, 91, 101)
(20, 92, 130)
(20, 93, 101)
(20, 93, 154)
(20, 94, 130)
(20, 96, 101)
(20, 97, 130)
(20, 100, 130)
(20, 101, 108)
(20, 101, 117)
(20, 101, 134)
(20, 101, 141)
(20, 101, 144)
(20, 101, 159)
(20, 102, 130)
(20, 102, 151)
(20, 103, 130)
(20, 106, 119)
(20, 106, 130)
(20, 106, 151)
(20, 108, 119)
(20, 108, 130)
(20, 108, 151)
(20, 108, 154)
(20, 112, 130)
(20, 114, 130)
(20, 117, 151)
(20, 119, 120)
(20, 119, 131)
(20, 119, 141)
(20, 119, 147)
(20, 119, 150)
(20, 119, 156)
(20, 120, 130)
(20, 121, 130)
(20, 122, 130)
(20, 126, 130)
(20, 127, 130)
(20, 129, 130)
(20, 130, 131)
(20, 130, 132)
(20, 130, 135)
(20, 130, 138)
(20, 130, 140)
(20, 130, 141)
(20, 130, 143)
(20, 130, 147)
(20, 130, 150)
(20, 130, 153)
(20, 130, 156)
(20, 135, 138)
(20, 151, 153)
(20, 152, 155)
(21, 23, 32)
(21, 23, 95)
(21, 26, 32)
(21, 30, 51)
(21, 30, 69)
(21, 31, 32)
(21, 32, 33)
(21, 32, 51)
(21, 32, 53)
(21, 32, 65)
(21, 32, 66)
(21, 32, 67)
(21, 32, 68)
(21, 32, 69)
(21, 32, 70)
(21, 32, 71)
(21, 32, 72)
(21, 32, 77)
(21, 32, 85)
(21, 32, 96)
(21, 32, 97)
(21, 32, 101)
(21, 32, 102)
(21, 32, 105)
(21, 32, 108)
(21, 32, 109)
(21, 32, 111)
(21, 32, 112)
(21, 32, 123)
(21, 32, 130)
(21, 32, 131)
(21, 32, 134)
(21, 32, 142)
(21, 32, 143)
(21, 32, 144)
(21, 32, 145)
(21, 32, 147)
(21, 32, 151)
(21, 32, 154)
(21, 32, 155)
(21, 32, 157)
(21, 34, 56)
(21, 35, 56)
(21, 40, 117)
(21, 41, 56)
(21, 48, 56)
(21, 48, 59)
(21, 51, 57)
(21, 53, 70)
(21, 53, 85)
(21, 56, 119)
(21, 67, 97)
(21, 67, 152)
(21, 68, 70)
(21, 70, 85)
(21, 70, 131)
(21, 92, 114)
(21, 94, 103)
(21, 107, 115)
(22, 25, 48)
(22, 26, 118)
(22, 28, 44)
(22, 30, 69)
(22, 32, 48)
(22, 33, 123)
(22, 34, 48)
(22, 34, 56)
(22, 38, 48)
(22, 39, 48)
(22, 40, 152)
(22, 44, 48)
(22, 46, 48)
(22, 48, 49)
(22, 48, 55)
(22, 48, 56)
(22, 48, 57)
(22, 48, 58)
(22, 48, 59)
(22, 48, 60)
(22, 48, 62)
(22, 48, 64)
(22, 48, 73)
(22, 48, 75)
(22, 48, 79)
(22, 48, 82)
(22, 48, 84)
(22, 48, 86)
(22, 48, 87)
(22, 48, 89)
(22, 48, 91)
(22, 48, 93)
(22, 48, 94)
(22, 48, 95)
(22, 48, 98)
(22, 48, 100)
(22, 48, 106)
(22, 48, 110)
(22, 48, 113)
(22, 48, 116)
(22, 48, 117)
(22, 48, 120)
(22, 48, 125)
(22, 48, 127)
(22, 48, 128)
(22, 48, 133)
(22, 48, 136)
(22, 48, 139)
(22, 48, 140)
(22, 48, 141)
(22, 48, 147)
(22, 48, 148)
(22, 48, 149)
(22, 48, 150)
(22, 48, 153)
(22, 48, 156)
(22, 48, 158)
(22, 53, 70)
(22, 53, 85)
(22, 56, 75)
(22, 56, 123)
(22, 67, 152)
(22, 68, 70)
(22, 70, 85)
(22, 70, 130)
(22, 70, 131)
(22, 74, 118)
(22, 75, 120)
(22, 75, 127)
(22, 75, 141)
(22, 112, 123)
(22, 114, 123)
(22, 122, 123)
(22, 123, 145)
(22, 152, 155)
(23, 34, 56)
(23, 39, 95)
(23, 40, 95)
(23, 44, 95)
(23, 48, 56)
(23, 50, 95)
(23, 53, 70)
(23, 53, 85)
(23, 56, 100)
(23, 60, 95)
(23, 63, 95)
(23, 65, 95)
(23, 68, 70)
(23, 70, 85)
(23, 70, 95)
(23, 70, 131)
(23, 73, 95)
(23, 76, 95)
(23, 80, 95)
(23, 95, 100)
(23, 95, 103)
(23, 95, 106)
(23, 95, 107)
(23, 95, 108)
(23, 95, 116)
(23, 95, 121)
(23, 95, 129)
(23, 95, 131)
(23, 95, 136)
(23, 95, 141)
(23, 95, 147)
(23, 95, 153)
(23, 95, 156)
(23, 95, 157)
(23, 95, 158)
(24, 29, 152)
(24, 30, 69)
(24, 30, 155)
(24, 31, 70)
(24, 34, 56)
(24, 40, 152)
(24, 48, 59)
(24, 53, 85)
(24, 56, 120)
(24, 68, 70)
(24, 70, 85)
(24, 70, 131)
(25, 30, 51)
(25, 30, 69)
(25, 34, 56)
(25, 40, 152)
(25, 41, 56)
(25, 48, 56)
(25, 48, 59)
(25, 53, 70)
(25, 53, 85)
(25, 68, 70)
(25, 70, 85)
(25, 70, 131)
(25, 75, 94)
(26, 27, 118)
(26, 30, 69)
(26, 30, 80)
(26, 32, 118)
(26, 34, 56)
(26, 38, 118)
(26, 40, 152)
(26, 46, 118)
(26, 48, 118)
(26, 52, 118)
(26, 53, 70)
(26, 53, 85)
(26, 56, 118)
(26, 60, 118)
(26, 61, 118)
(26, 62, 118)
(26, 63, 118)
(26, 68, 70)
(26, 70, 85)
(26, 70, 131)
(26, 73, 118)
(26, 90, 154)
(26, 98, 118)
(26, 106, 118)
(26, 108, 118)
(26, 115, 118)
(26, 118, 128)
(27, 28, 30)
(27, 28, 51)
(27, 29, 51)
(27, 30, 51)
(27, 30, 52)
(27, 30, 67)
(27, 30, 69)
(27, 30, 104)
(27, 30, 144)
(27, 34, 56)
(27, 35, 51)
(27, 37, 51)
(27, 38, 51)
(27, 39, 51)
(27, 40, 51)
(27, 44, 51)
(27, 44, 69)
(27, 44, 148)
(27, 48, 56)
(27, 48, 59)
(27, 50, 51)
(27, 51, 57)
(27, 51, 62)
(27, 51, 80)
(27, 51, 82)
(27, 51, 84)
(27, 51, 86)
(27, 51, 104)
(27, 51, 110)
(27, 51, 113)
(27, 51, 136)
(27, 51, 149)
(27, 51, 152)
(27, 52, 91)
(27, 53, 70)
(27, 53, 85)
(27, 56, 100)
(27, 68, 70)
(27, 70, 85)
(27, 70, 131)
(27, 92, 114)
(28, 30, 51)
(28, 33, 44)
(28, 34, 56)
(28, 36, 44)
(28, 41, 44)
(28, 43, 44)
(28, 44, 46)
(28, 44, 48)
(28, 44, 49)
(28, 44, 54)
(28, 44, 59)
(28, 44, 61)
(28, 44, 70)
(28, 44, 75)
(28, 44, 79)
(28, 44, 80)
(28, 44, 85)
(28, 44, 90)
(28, 44, 92)
(28, 44, 94)
(28, 44, 107)
(28, 44, 108)
(28, 44, 114)
(28, 44, 124)
(28, 44, 126)
(28, 44, 127)
(28, 44, 131)
(28, 44, 134)
